title,author,year,abstract
A brave new world: Archivists and shareable descriptive metadata,Riley J.,2009,"The notion of ""shareable"" metadata has recently emerged in the cultural heritage community as a result of increased expectations for making descriptive metadata openly available. Archivists, too, must work to create shareable metadata if archives are to remain viable in a continually evolving information environment. This paper discusses the issues involved in applying shareable metadata principles to archival description, describes strategies and tools for creating shareable archival descriptive metadata, and considers emerging trends in metadata sharing. The authors also outline further recommendations for action by the archival community."
Embracing web 2.0: Archives and the newest generation of web applications,Samouelian M.,2009,"Archivists are converting physical collections to digital formats and displaying surrogates of these primary sources on their websites. Simultaneously, the Web is moving toward a shared environment that embraces collective intelligence and participation, which is often called Web 2.0. This paper investigates the extent to which Web 2.0 features have been integrated into archival digitization projects. Although the use of Web 2.0 features has not yet been widely discussed in the professional archival literature, this exploratory study of college and university repository websites in the United States suggests that archival professionals are embracing Web 2.0 to promote their digital content and redefine relationships with their patrons."
Flowers for homestead: A case study in archives and collective memory,Bastian J.A.,2009,"How is a historical event remembered, and how can that memory influence and enrich the archival record? This paper addresses that question by analyzing the memory trajectory of one well-remembered event in American history, the Homestead Strike of 1892. Tracking the traces of the strike, from tragic event to collective memory, it examines how the collective memory of an event enhances our ability to document and understand it in its entirety, demonstrating that while records may influence the memory of events, memory may also influence the production of records."
Making the leap from parts to whole: Evidence and inference in archival arrangement and description,Meehan J.,2009,"This article examines the analytical process in arrangement and description, and considers how the archivist arrives at an understanding of the records sufficient for contextualizing and providing intellectual access to them. The discussion characterizes the process of intellectual arrangement as one of identifying and/or creating the contextual relationships of a body of records, and it highlights certain common factors in the process, such as the historical standpoint of the archivist, the use of evidence, and the role of inference. Underscoring the speculative nature of the analytical process and the active role of the archivist in shaping the records, this article suggests ways for archivists to account for these aspects of practice on an individual, departmental or institutional, and professional level."
Introduction to president Mark Greene,Meissner D.,2009,
Digital preservation through archival collaboration: The data preservation alliance for the social sciences,Altman M.,2009,"The Data Preservation Alliance for the Social Sciences (Data-PASS) is a partnership of five major U.S. institutions with a strong focus on archiving social science research. The Library of Congress supports the partnership through its National Digital Information Infrastructure and Preservation Program (NDIIPP). The goal of Data-PASS is to acquire and preserve data from opinion polls, voting records, large-scale surveys, and other social science studies at risk of being lost to the research community. This paper discusses the agreements, processes, and infrastructure that provide a foundation for the collaboration."
Seek and you may find: Successful search in online finding aid systems,Daniels M.,2010,"This article reports on a series of retrieval experiments using online finding aid systems in two archival institutions to identify heuristics for successful search in archival systems. The project analyzes the success rates of search strategies of forty-three participants and finds that highly successful searchers possess prior archival experience and use both Boolean searches and the browser's page find functionality. Successful searchers also utilize a broader range of search strategies and query reformulation techniques. Many searchers had difficulty choosing appropriate search terms and understanding archival terminology. The results of this study have implications for archival instruction, federated search, and the design of interfaces for online finding aids. © Morgan G. Daniels and Elizabeth Yakel."
"Career satisfaction of young archivists: A survey of professional working archivists, age 35 and under",Cushing A.,2010,"The 2006 SAA A*CENSUS study identified a generational shift in the archival profession and recommended ""making room in the archival profession for new workers"" and working to ""engage younger professionals in leadership roles within organizations."" This study asked working archivists age 35 and under about their satisfaction with their work duties and work environment, as well as about their relationship with professional associations, to determine how to address the A *CENSUS action items. Results indicate that young archivists are generally satisfied with their day-to-day work. However, many young archivists have yet to serve in SAA positions and are unclear about the qualifications for service. © Amber L. Cushing."
Research: Intersecting theory and practice,Pugh M.,2010,
"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Greene M.,2010,
"Burn after viewing, or, fire in the vaults: Nitrate decomposition and combustibility",Heckman H.,2010,"Although the fire risks associated with nitrate film stock are widely known, understanding of the relationship between nitrate decomposition and combustibility remains weak. This paper surveys the contradictory descriptions of decomposition and combustibility of motion picture film in current archival and safety literature, evaluates their sources, and compares them to descriptions by image stability researchers and chemists. Throughout, the author argues that the dialogue among the archival, safety, and scientific communities is inadequate and that no community has satisfactorily established the evolution of flammability as nitrate decomposes. The author concludes by outlining a plan for nitrate research and advocacy over the short, medium, and long terms. © Heather Heckman."
Balancing privacy and access in school desegregation collections: A case study,Yaco S.,2010,"Some fifty years ago, Virginia embarked on a strategy of ""massive resistance"" to desegregation that locked out over 14,000 primary and secondary public school students for up to five years. Collections that document this period often contain individual student records and politically sensitive information. Contradictory laws (FERPA, HIPAA, and FOIA) affect access to these collections. This case study examines decisions regarding access and privacy made by three repositories with such collections. The author raises questions about the legality and ethics of restricting access to collections that contain confidential records and calls for the establishment of best practices to guide the archivists through conflicting access laws. © Sonia Yaco."
"The development, testing, and evaluation of the archival metrics toolkits",Duff W.M.,2010,"This paper reports on the Archival Metrics Project, which developed, tested, and evaluated a set of toolkits designed to overcome some of the challenges of conducting user-based evaluation in college and university archival repositories. The Archival Metrics Project is ongoing. The initial toolkits result from a five-year, two-phase project funded by the Andrew W. Mellon Foundation. The project involved academics from three North American universities and twenty partners from academic archival institutions. At the completion of the study, the researchers interviewed ten archivists at partner institutions who took part in the testing of the toolkits and one year later gathered data using a questionnaire from fifty-nine individuals who downloaded the toolkits. The paper describes previous research on user-based evaluation in archives and similar projects conducted in the library field, the process of developing and testing five questionnaires and various methods to administer the questionnaires, as well as the evaluation of the toolkits. It concludes with a discussion of the issues raised about adoption and diffusion of these instruments. © Wendy M. Duff, Elizabeth Yakel, Helen R. Tibbo, Joan M. Cherry, Aprille McKay, Magia G. Krause, and Rebecka Sheffield."
"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Prom C.,2010,
Undergraduates in the archives: Using an assessment rubric to measure learning,Krause M.,2010,This study introduces the use of a rubric to assess student learning from archival instruction. The researcher undertook a field study to examine what students in an undergraduate history course at a large state university learn from archival instruction. The study also builds upon previous work in the archival literature to introduce a reliable measure of archival literacy skills. The results of this study demonstrate that archival instruction can have a positive impact on student learning. © Magia G. Krause.
"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Greene M.,2010,
"But you promised: A case study of deaccessioning at the American heritage center, University of Wyoming",Jackson L.,2010,"This paper is a case study of an active deaccessioning program at the American Heritage Center, University of Wyoming. The essay discusses decision making and methods for incorporating deaccessioning as a collection management tool. It reasons that a structured approach on the part of the repository can increase the value of the remaining collections, mitigate the anger and disappointment of donors whose material is being deaccessioned, build relationships with other repositories, and make more collections accessible. © Laura Uglean Jackson and D. Claudia Thompson."
Specimens as records: Scientific practice and recordkeeping in natural history research,Ilerbaig J.,2010,"For the past two decades, scholars in archival science have begun to question traditional assumptions about the nature of the record. Drawing on theories from fields such as sociology, organization theory, and science studies, and on their own ethnographic studies, they propose more inclusive definitions and widening the contexts of analysis of record making and recordkeeping. This paper continues this critical consideration of the concept of record by examining the nature of nonprototypical records in the scientific world. The paper focuses on the system of specimens and field notes established by biologist Joseph Grinnell at the Museum of Vertebrate Zoology (University of California, Berkeley) as a means of examining several aspects of the nature of the scientific record: materiality, representation, and the triad evidence/memory/accountability. Focusing on the creation and management of these scientific records, the paper argues that further analyses of scientific record making and recordkeeping are bound to benefit both scientific work, which depends more and more on databases and archives, as well as archival science, which is becoming more relevant beyond its traditional realm of the legal/business/administrative world. © Juan Ilerbaig."
"Due diligence, futile effort: Copyright and the digitization of the Thomas E. Watson papers",Dickson M.,2010,"As archives and libraries digitize and make their collections available online, they are faced with the challenge of meeting growing patron expectations in the online environment while still adhering to copyright statutes. This article reports on a case study investigating the copyright status of materials from a recent effort to make the Thomas E. Watson Papers, a manuscript collection housed at the Southern Historical Collection at the University of North Carolina at Chapel Hill, accessible online. The article also explores fair use as a possible approach for digital publication of archival collections containing materials protected by copyright. © Maggie Dickson."
"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Van Ness C.,2010,
Modes of seeing: Digitized photographic archives and the experienced user,Conway P.,2010,"Digitization practice in archives and libraries is now generating digital content and associated tools and practices that are transforming the relationships among archivists, users, and archival collections. The transformative nature of digitization derives in part from the power of the complex technologies to represent images and facilitate their use. This article explores how experienced, but for the most part nonacademic, users see the visual, material, and archival properties of digitized photographic archives while undertaking innovative and insightful projects that push the boundaries of visual interpretation. The study is a qualitative investigation involving independent case studies of seven people who have extensive experience using the photographic archives preserved by the Library of Congress. This article contextualizes the research in a range of literatures, summarizes the research methodology, and presents findings from in-depth interviews that focus on how visually experienced users choose digitized photographs for inclusion in a given project. By understanding these ""modes of seeing"" the contemporary digitized visual archives, archivists are in a better position to understand the representational implications of their digitization processes. © Paul Conway."
"User understanding of metadata in digital image collections: Or, what exactly do you mean by ""coverage""?",Fear K.,2010,"This study looks at the usefulness of Dublin Core metadata in digitized image collections from the user's perspective. Are there elements that users don't find useful? Do users feel useful information is missing? Are labels and elements provided for users arranged in a way that makes sense to them? This paper uses a survey, focus groups, and search/usability testing to gain insight into the kinds of information nonexpert users rely on when searching for images and to identify the vocabulary that best expresses that information. © Kathleen Fear."
"Much ado about paper clips: ""More product, less process"" and the modern manuscript repository",Ness C.,2010,"This article is a critical examination of the methodology and arguments of Mark Greene and Dennis Meissner's influential article ""More Product, Less Process."" Greene and Meissner rely heavily on data from a survey of the profession's processing habits, which is skewed to manuscript repositories at colleges and universities rather than institutional archives. This article also examines untested assumptions underlying their arguments, reflects on why manuscript repositories resist change, and questions the wisdom of a standard metric for large manuscript collections. It asks whether ""More Product, Less Process"" addresses the critical issues facing manuscript repositories. © Carl Van Ness."
But a thin veil of paper,Boles F.,2010,
Practices for College and University Electronic Records Management (ERM) programs: Then and now,Zach L.,2010,"This article reports on findings from a research project investigating patterns in practices among North American college and university archives and records management programs regarding their approaches to capturing, storing, organizing, and making available institutional electronic records. The project seeks to provide a picture of the state of the field for archivists in colleges and universities. Initially funded by the National Historical Publications and Records Commission's (NHPRC) Electronic Records Fellowship Program, the study collected data in 2005 from 193 institutions through an online survey administered to 638 archivists and records managers. The survey was followed by interviews with archivists at 20 institutions to explore in depth the development and implementation of their programs. In 2009, a second online survey was sent to the 193 institutions responding in 2005 to identify what changes, if any, had occurred over the four-year period. Sixty-five percent (126) of the original 193 institutions updated their 2005 data, and the results suggest relatively little change in the development of ERM programs over the past four years. © Lisl Zach and Marcia Frank Peri."
MPLP: It's not just for processing anymore,Greene M.,2010,"Amid the surprising attention given to the article ""More Product, Less Process,"" several colleagues commented that the role of appraisal was missing in our consideration of the problem of backlogs. While this was a deliberate exclusion at the time, it seems appropriate and necessary to address not only the application of MPLP to appraisal but also to other aspects of archival administration, specifically preservation, reference, electronic records, and digitization. This article, however, is an opinion piece rather than a research article, thus it lacks the level of detail present in the original article. © Mark A. Greene."
Water tables: A case study of a successful archival fund-raising event,Rettig P.,2010,"This case study describes Water Tables, a successful fund-raising event held annually to benefit the Water Resources Archive at the Colorado State University Libraries. The Archive works to ""provide access to, promote and preserve the water heritage of Colorado."" The article describes the event concept and goals with some of the event highlights. The most important components for creating this successful fund-raiser include an enthusiastic committee of local water professionals with a wide network of contacts, committed event underwriters, and the use of archival documents to engage the attendees and bring the past into the present. © Patricia J. Rettig."
"Meditation, memory, and mission",Pugh M.,2010,
Introduction to president Frank Boles,Bell-Russel D.,2010,
Documenting the immigrant and ethnic experience in american archives,Daniel D.,2010,"This paper examines the development of ethnic and immigrant archives in the United States since the 1960s. It focuses on the dramatic evolution of ""ethnic archiving""-the processes and objectives involved in documenting the immigrant and ethnic experience-and shows how cultural minorities evolved from an object or theme of archival collections to active participants in the creation, appraisal, description, and use of their own archives. A number of factors made this evolution possible: a new political context increasingly responsive to minority rights and cultural diversity, rising interest in social history, and the influence of postmodernist thought on archival theory. New digital technologies have also facilitated the expression and archiving of ethnic voices. © Dominique Daniel."
Optimum access? Processing in college and university archives,Prom C.,2010,"Processing is at the heart of what we do as archivists but has been one of the most under-analyzed aspects of our work, particularly in its relationship to access. This article describes and analyzes the ways in which current processing techniques affect access at college and university archives. The analysis shows that paper-based processing backlogs are not correlated to the application of intensive processing techniques and that they are only mildly correlated to the application of complex descriptive technologies. Many institutions have not made as much descriptive information available online as might be desirable, and few institutions are actively soliciting or processing electronic records. While these problems may seem intractable, some institutions have made remarkable progress in providing effective processing and descriptive programs and in developing associated access tools. This article suggests specific ways that we can learn from their successes. The profession as a whole has a responsibility to help all institutions use proven management techniques and easy-to-implement descriptive tools, so that the universe of archival materials that is held by all repositories may be more accessible to users. © Christopher J. Prom."
The role of buddhist monks in the development of archives in the Korean middle ages,Lee K.,2010,"This study compares the roles of Buddhist monks in medieval Korea and Christian monks in medieval Europe in the development and management of archives. Buddhist and Christian monks and monasteries played similar roles in preserving both religious and secular texts, but the archival role of Christian monks was limited to monastic archives, whereas Buddhist monks were integral to the management of both monastic and secular archives. The establishment early in the Koryo dynasty (918-1392) of a centralized bureaucratic system required a centralized archival system, of which monastic archives were one branch. These monastic archives were managed by one of the major government departments of the secular authority and by Buddhist officials, who consisted largely of Buddhist monks. The findings of this study suggest that different political and social structures in medieval Korea and Europe, as well as the differing religious philosophies and cultures of Buddhism and Christianity, resulted in divergent archival development in the two societies. © Kyong Rae Lee."
"""So, your institution is hosting a presidential debate ..."": A case study of 2008 programming by the University of Mississippi archives and special collections",McWhite L.,2010,"On 26 September 2008, the University of Mississippi hosted the first presidential debate between Barack Obama and John McCain. This case study describes the wide variety of programming and resources developed by the Archives and Special Collections to coincide with this historic occasion. It identifies objectives, outlines assessment, and discusses lessons learned that have implications for any large-scale programming efforts. © Leigh McWhite."
Digitization as a preservation method for damaged acetate negatives: A case study,Capell L.,2010,"Digitization is widely recognized as an access tool for archival materials, but it is not universally accepted as a preservation method. In certain cases, however, digitization is the most feasible option for recovering and preserving content. Acetate photographic negatives are a case in point. Deteriorated negatives off-gas acetic acid resulting in warping and shrinkage that can cause severe damage. It can be difficult and expensive to salvage the information content of the images using traditional photographic methods. This article examines the decision made at the University of Southern Mississippi to use digitization as a preservation strategy to capture the visual content from highly damaged acetate negatives. © Laura Capell."
Using GIS to manage Philadelphia's archival photographs,Boyer D.,2011,"The City of Philadelphia, Pennsylvania, has captured photographs of city building projects and other government activities for more than 140 years. These photographs are now maintained in the City Archives by the Philadelphia Department of Records. Although many of the photographs were originally taken for risk management purposes, the passage of time has made them an invaluable source of reference into the city's rich past. To make these historic photographs more accessible to the general public, the Department of Records implemented the geographically searchable PhillyHistory.org website in 2005, thus providing new opportunities for education and access. © Kathleen Fear and Paul Conway."
"Archival theory and digital historiography: Selection, search, and metadata as archival processes for assessing historical contextualization",Sternfeld J.,2011,"Digital history, a field within the digital humanities, has challenged the disciplinary boundary that in recent decades has come to separate the work of historians and archivists. A new theory and methodology that draws from both disciplines can create a shared vocabulary for the production, use, and evaluation of digital historical representations, a broad term that encompasses an array of products such as archives, databases, geospatial visualizations, and mobile applications. This article argues that archival theory, when combined with historiography and technical or computational standards, contributes to a new theory called digital historiography. Digital historiography is defined as the interdisciplinary study of the interaction of digital technology with historical practice. Three archival processes-selection, search, and the application of metadata-form the theory's foundation for determining a digital historical representation's contextualization, which may aid in assessing its trustworthiness and effectiveness to communicate historical knowledge. © Kathleen Fear and Paul Conway."
Building foundations for Digital Records Forensics: A comparative study of the concept of reproduction in digital records management and digital forensics,Xie S.,2011,"The Digital Records Forensics project is a research collaboration among the fields of digital records management, law, and police investigation. It seeks to develop concepts and methods for determining the authenticity of digital records when they no longer exist in their originating environment. The project began with comparative studies of scholarly literature in each field to lay a conceptual foundation on which other research methodologies, such as analysis of case law, case study, and ethnography, can be designed and executed. The project expects that this conceptual foundation, along with findings from the other methodologies, will facilitate the proposal of a new discipline called digital records forensics, which will be beneficial to all relevant professions, with complementary strengths deriving from each participating field. This article reports on one of the comparative studies, which examined the concept of reproduction in the fields of digital records management and digital forensics. It presents findings of this examination as well as implications for both fields, with special emphasis on digital records management. © Kathleen Fear and Paul Conway."
"The archive(s) is a foreign country: Historians, archivists, and the changing archival landscape",Cook T.,2011,"Historians and archivists approach the documentary past differently, as they consider, respectively, the ""archive"" (singular) and ""archives"" (plural). The former focuses on issues of power, memory, and identity centered upon the initial inscription of a document (or series of documents). The latter concentrates on the subsequent history of documents over time, including the many interventions by archivists (and others) that transform (and change) that original archive into archives. Despite making good common cause in lobbying over public policy and initially sharing values based on objective, scientific history, the two professions have drifted apart in recent decades. This essay explores the reasons for this divergence by analyzing the history of the two professions and highlighting resulting misconceptions that blind both to deeper nuances of the multiple contexts surrounding records that may enhance their understanding and use. It concludes that archives are not unproblematic storehouses of records awaiting the historian, but active sites of agency and power. Until recently, it has been in the interests of both professions to deny (or at least not interrogate) the subjectivity of archives. Both professions could benefit significantly, therefore, from a renewed partnership centered upon the history of the record to produce better history. © Kathleen Fear and Paul Conway."
Copyfraud or legitimate concerns? Controlling further uses of online archival holdings,Dryden J.,2011,"This study investigated how archival repositories attempt to control further uses of their online holdings and their reasons for doing so. Archival repositories employ two types of measures to control further uses of their online holdings-technical, such as watermarks, and nontechnical, such as terms-of-use statements. They do not, however, clearly separate copyright interests from other motivations; restrictions on use are often conflated under the rubric of copyright. In doing so, they may be guilty of ""copyfraud, "" that is, asserting false claims of copyright. By invoking copyright in ways that impede access to, and use of, online documentary heritage, they may be compromising their core mission of making their holdings available for use. © Kathleen Fear and Paul Conway."
Of provenance and privacy: Using contextual integrity to define third-party privacy,Bingo S.,2011,"This article approaches the issue of third-party privacy by examining how contextual factors related to the creation and use of records can inform decisions to restrict or open access. Helen Nissenbaum's theory of contextual integrity, which originates from the discourse surrounding digital privacy, is applied as a means to expand an archival concept of provenance to address privacy risks. Applying contextual integrity to privacy decisions also allows archivists to frame decisions in terms of circulation, rather than as a simple dichotomy between access and restriction. Such nuance is invaluable when considering the impact of making records available digitally. © Kathleen Fear and Paul Conway."
ARMA v. SAA: The history and heart of professional friction,Scanlan K.,2011,"ARMA International and the Society of American Archivists (SAA) share overlapping membership, similar missions, and a tumultuous history. This paper reviews the history of SAA in relation to the field of records management, exploring both the facts and the context in which America's largest records management association split from its largest archival association. © Kathleen Fear and Paul Conway."
Politically charged records: A case study with recommendations for providing access to a challenging collection,Harris V.,2011,"In the months leading up to the 2008 presidential election, a collection of organizational records held by the Special Collections Department of the University of Illinois at Chicago became a politically charged source of public scrutiny, and the department's role in providing access to the collection became one of the top library stories of the year. This case study relates how the department implemented new collections management policies and procedures and developed an attuned sensitivity to balancing donor obligations with researcher needs in the wake of a public relations crisis. © Kathleen Fear and Paul Conway."
National archives and international conflicts: The society of American archivists and war,Cox D.,2011,"The prominent role of the SAA in the recent controversy over the fate of Iraqi records and archives highlights crucial questions about the tension between national and international interests in archives and the role of archives and archivists during armed conflict. This article seeks to frame these questions and fill gaps in the debate within the archival community about wartime preservation, controversies over the postwar return of archives, and the role of archivists in war. Archivists will undoubtedly face such issues, which have never been more complex or more relevant, again in the future; this article seeks to promote renewed, vigorous, and respectful debate. © Kathleen Fear and Paul Conway."
Open-access publishing and the transformation of the American archivist online,Conway P.,2011,"In the process of transforming the American Archivist (AA) into a digital journal, the Society of American Archivists (SAA) confronted the political, economic, and intellectual tensions inherent in the complex environment of open-access publishing. This article establishes the framework within which SAA made the transition from print only to a combination of print and electronic publication and contextualizes this transformation within the intellectual evolution of the longest-running archival journal in the world. It uses this transformation to a print-digital hybrid as a jumping-off point for consideration of future possibilities for the Society's digital publishing endeavors and concludes by considering a set of unresolved issues for the American Archivist posed by the open-access publishing movement, which itself is coming to terms with broad-based economic and preservation challenges. © Kathleen Fear and Paul Conway."
Valuing the American Archivist: An interpretation of SAA's first readership survey,Fear K.,2011,"The American Archivist Editorial Board administered a Web-based survey to 6,000 Society of American Archivists members and affiliates. The survey was open for response for 45 days during April and May 2010. Respondents expressed overall satisfaction with the American Archivist. Print remains the publishing vehicle of choice. Reading the American Archivist varies in priority. Three major issues emerge from the data analysis. First is the apparent contradiction between generally high overall satisfaction with the American Archivist and significant variation in the perception of the value of its individual components. Second is whether the journal should focus primarily on matters of practice or on scholarly or theoretical explorations of archival principles. The third issue is the relationship of the print and online versions of the journal. © Kathleen Fear and Paul Conway."
"China's archival higher education: Its features, problems, and development",Xiao Q.,2011,"After a brief description of the origin and overall development of China's archival higher education, this essay analyzes its characteristics, achievements, and problems from the late 1970s to the present. The authors also suggest some solutions to these problems and consider developing trends in China's archival higher education. © Kathleen Fear and Paul Conway."
Seventy-five and six,Pugh M.,2011,
To the editor,,2011,
"The Society of American Archivists at seventy-five: Contexts of continuity and crisis, a personal reflection",Brothman B.,2011,"This essay does not recount the history of the Society of American Archivists' first seventy-five years. It suggests one possible framework for understanding the complex context of the Society's evolution-the cultural milieu and multiple intersecting influences that have contributed to making the SAA the organization it is. It proposes that the past seventy-five years can be construed as a single moment, the moment of the SAA's emergence. The last seventy-five years can be regarded as an era of chronic crisis and evolving frontiers. In fact, our own experience bears a marked resemblance to the 1930s, which seems more current today than it often did to those generations between the thirties and ours. Starkly put, the SAA's founding members are not only our predecessors; they are also our contemporaries. © Kathleen Fear and Paul Conway."
Institutional functional analysis at Northern Michigan University: A new process of appraisal and arrangement of archival records,Robyns M.,2011,"The identification of recorded information with continuing value that documents corporate and cultural memory is one of the archivist's primary tasks, and they accomplish this mission, in part, through the process of appraisal. But with options as diverse as documentation strategies, black boxes, functional analysis, macro-appraisal, and Theodore Schellenberg's evidential and informational values, how does the ""lone arranger"" in an institution of higher education settle on an appropriate course of action? The Central Upper Peninsula and Northern Michigan University Archives faced this decision when reconfiguring its process of appraisal and arrangement of archival records. This article details how the archives adapted elements of Helen Samuels's concept of institutional functional analysis and Terry Cook's macroappraisal into a model tailored for use in university and college archives with limited financial and human resources. © Marcus C. Robyns and Jason Woolman."
Archives on the internet: Representing contexts and provenance from repository to website,Monks-Leeson E.,2011,"This paper examines two repositories of digital material to investigate how representational practices take shape in online archives. Specifically, it questions whether Internet archives work against the archival principle of provenance or reinterpret it to create new and flexible contexts. Digital, online, and website archives here refer to websites created by individuals, organizations, or institutions who presumably have little or no grounding in archival theory yet desire to make historical material accessible in digital form. Many of these online archives are defined by their ability to archive, rather than any specificity of their meaning as an archive. This paper contends, however, that an adherence to the concept of provenance, particularly in its postmodern manifestations, is nonetheless apparent in online archives: that despite their apparently free approach to content, context remains a unifying representational principle for online collections. The paper concludes with a discussion of how the fluidity and malleability of the digital interface both encapsulate and popularize the multifaceted concept of provenance discussed by archival theorists over the past decade, and how the proliferation of online archives will affect the professional practices of archivists. © Emily Monks-Leeson."
"Archives, undergraduates, and inquiry-based learning: Case studies from Yale University library",Rockenbach B.,2011,"This article discusses the integration of primary sources into the teaching of undergraduate courses through the application of specific learning theories. Creative assignments and inquiry-based learning exercises illustrate how librarians and archivists can collaborate with faculty to integrate collections into the curriculum. Through several case studies from Yale University, the article examines how learning theory can provide inspiration for partnerships with faculty and new outreach approaches. © Barbara Rockenbach."
"""Thank you very much, now give them back"": Cultural property and the fight over the Iraqi baath party records",Caswell M.,2011,"This paper explores the political, legal, and ethical issues at stake in the debate over the custody of the Iraqi Baath Party records. The dispute over the records' past and discussion about their future reveals a larger political struggle over the custody of records seized during wartime. Prevailing international law deems these records cultural property and provides legal guidelines for their treatment and return. Ethical arguments in favor of the seizure highlight the protection of the records as well as their accessibility to international researchers and human rights lawyers, while arguments against the seizure stress the importance of the records to the formation of national identity and nation-building in Iraq. Underlying the political, legal, and ethical arguments surrounding these records are two contrasting views of cultural property: on the one hand, cultural property is seen as an expression of national rights to which members of a nation are entitled, and, on the other hand, access to cultural property is seen as a universal human right to which all people, regardless of national affiliation, are entitled. This paper concludes by suggesting a third, postcolonial approach to cultural property. © Michelle Caswell."
Unifying the archival profession: A proposal (with an introduction by Victoria Irons Walch),Gottlieb P.,2011,
Opening archives: Respectful repatriation,Christen K.,2011,"In the last twenty years, many collecting institutions have heeded the calls by indigenous activists to integrate indigenous models and knowledge into mainstream practices. The digital terrain poses both possibilities and problems for indigenous peoples as they seek to manage, revive, circulate, and create new cultural heritage within overlapping colonial/postcolonial histories and oftentimes-binary public debates about access in a digital age. While digital technologies allow for items to be repatriated quickly, circulated widely, and annotated endlessly, these same technologies pose challenges to some indigenous communities who wish to add their expert voices to public collections and also maintain some traditional cultural protocols for the viewing, circulation, and reproduction of some materials. This case study examines one collaborative archival project aimed at digitally repatriating and reciprocally curating cultural heritage materials of the Plateau tribes in the Pacific Northwest. © Kimberly Christen."
What is the meaning of archives 2.0?,Theimer K.,2011,"At first glance the term ""Archives 2.0"" might refer to the use by archives of Web 2.0 applications, such as blogs, Twitter, Facebook, and Flickr. This article proposes a broader definition of Archives 2.0 that includes a comprehensive shift in archival thinking and practice that is related to, but not dependent on, the use of Web 2.0 tools. The article develops this interpretation and explains why this concept provides a useful starting point for conversations about future directions for the archival profession. © Kate Theimer."
"Front matter (Front cover, masthead, table of contents, from the editor, letters to the editor)",Pugh M.J.,2011,
"""What do you mean the museum went bankrupt?"": Lending artifacts to outside institutions",Chute T.,2011,Archives regularly lend material to other institutions for exhibition. Lending items promotes the collection and expands the reach of the lending archives. Loans are usually beneficial to both parties. This case study describes what happened when the Ohio State University Archives loaned artifacts to a museum that subsequently declared bankruptcy. It recounts lessons learned during and after the process to advise archives that lend material. © Tamar Chute.
Using web analytics to improve online access to archival resources,Prom C.J.,2011,"Since the late 1960s, archivists and technologists have developed and implemented innovative standards, practices, and technologies intended to facilitate the description, availability, and use of archival materials. Although people can discover, use, and interpret records and manuscripts in new ways, archivists lack a systematic understanding of how people interact with the descriptive information and digital objects that they create and post online. This article introduces Web analytics as a method that archivists can use to measure user actions, to understand some aspects of user behavior, and to initiate a program that will improve online services. By interpreting Web analytics data in light of repository goals and other information concerning use (such as usability studies), repositories can dramatically improve access, increase use, and heighten user satisfaction. © Christopher J. Prom."
Leadership skills for archivists,Mariz G.,2011,"This group of essays examines four aspects of archival leadership: how archivists can cultivate leadership skills; how leadership strengthens institutional infrastructure and creates sustainable archival programs; how leadership contributes to accountability and improves responsiveness to technological change; and how leadership can be integrated into graduate and continuing education programs. Leadership is needed at the repository level, in the parent institution, and at the level of national professional activities and public policy. © George Mariz, Donna E. McCrea, Larry J. Hackman, Tony Kurtz, and Randall C. Jimerson."
Unifying the archival profession: A proposal,Gottlieb P.,2011,
"""Visible memory, visual method"": Objectivity and the photographic archives of science",Mifflin J.,2011,
Educating for the archival multiverse,Anderson K.,2011,"Diversity addresses issues of inclusivity and the systemic nature of exclusivity in various settings, including the role of archival education in preparing new generations of archival practitioners, educators, and researchers. This article discusses why pluralist approaches might help to achieve greater diversity and cultural sensitivity in practice and scholarship. It addresses three key components of such approaches: identifying ways in which dominant cultural paradigms narrow archival pedagogy and practice; envisioning and exploring alternatives to these paradigms; and developing an archival educational framework to promote a critique of professional and societal norms and include diverse perspectives on archival theory and practice. The article calls for a broader conversation on these issues engaging archival academics and students, professional associations, roundtables and caucuses, accrediting bodies, archival employers, funding agencies, and the diverse communities who create, manage, and use records. © The Archival Education and Research Institute (AERI), Pluralizing the Archival Curriculum Group (PACG)."
